targetUrl,crawledAt,totalPages,isShopify,pageTypes,detectedApps,commonIssues
https://triprindia.com/,2026-05-16T09:46:55.667Z,1014,true,"{""home"":1,""product"":814,""page"":47,""collection"":38,""blog"":1,""article"":113}",JudgeMe,"{""meta_description_length"":883,""multiple_h1"":4,""missing_image_alt"":756,""html_size_large"":50,""dom_size_large"":30,""script_count_high"":1014,""image_count_high"":67,""large_image_url_width"":143,""missing_expected_schema"":49,""image_alt_duplicate_on_page"":854,""image_missing_dimensions"":852,""serp_product_description_missing_detail"":25,""title_length"":334,""serp_title_h1_mismatch"":57,""serp_boilerplate_meta_description"":85,""image_alt_too_short"":11,""product_variant_title_duplicate_risk"":1,""image_filename_not_descriptive"":6,""image_alt_too_long"":8,""malformed_internal_link"":19,""serp_title_missing_commerce_terms"":5,""missing_h1"":5,""missing_meta_description"":38,""primary_image_lazy_loaded"":38,""schema_name_h1_mismatch"":5,""collection_missing_itemlist_schema"":38,""collection_missing_faq_content"":37,""collection_excessive_duplicate_product_links"":17,""collection_meta_description_boilerplate"":15,""thin_collection_product_count"":2,""collection_title_too_generic"":1,""serp_description_duplicates_title"":1,""serp_description_duplicates_h1"":1,""article_schema_missing_image"":4,""duplicate_title"":98,""duplicate_meta_description"":652,""duplicate_content"":18,""content_cannibalization_duplicate_content"":1,""content_cannibalization_duplicate_title"":1,""content_cannibalization_duplicate_description"":4,""content_cannibalization_variant_serp_risk"":122,""content_cannibalization_variant_cluster"":111,""low_internal_links"":194,""orphan_page"":553,""product_not_linked_from_collection"":5}"
