generatedAt,totalRequested,totalCrawled,status2xx,status3xx,status4xx,status5xx,statusOther,exactStatusCounts,fetchFailedCount,skippedNonHtmlCount,api_seeded_products,api_seeded_collections,probe_discovered_products,probe_collections_attempted,probe_collections_exhausted,probe_collections_failed,probe_total_pages_fetched,sitemap_only_products,orphaned_collection_count,unreachable_product_buckets,redirectedCount,totalRetries,statusRetries,errorRetries,retryStatusCounts,avgLoadTimeMs,p50LoadTimeMs,p95LoadTimeMs,maxLoadTimeMs,total_nodes,total_edges,orphan_count,sink_count,hub_count,avg_inbound_links,max_inbound_url,avg_depth_from_home,top_pagerank_url,top_seo_pagerank_url,top_seo_pagerank_score
2026-06-01T13:24:32.324Z,1107,969,965,0,4,0,0,"{""200"":965,""404"":4}",5,0,754,38,0,64,64,0,130,0,3,"{""total"":380,""A_no_collection"":2,""B_collection_crawled_not_linked"":378,""C_collection_not_crawled"":0}",10,4,0,4,{},363,302,631,6843,998,34924,1,43,106,34.99,https://triprindia.com/account/login,3.42,https://triprindia.com/account/login,https://triprindia.com/,1
