url,requestedUrl,finalUrl,status,pageType,redirected,redirectCount,redirectStatus,canonical,issueCodes,recommendation
https://triprindia.com/,https://triprindia.com/,https://triprindia.com/,200,home,false,0,no_redirect,https://triprindia.com/,meta_description_length|multiple_h1|missing_image_alt|og_image_missing|metadata_og_image_missing_or_placeholder|html_size_large|dom_size_large|script_count_high|image_count_high|large_image_url_width|image_alt_duplicate_on_page|image_missing_dimensions,
https://triprindia.com/products/men-half-sleeve-simple-printed-round-neck-t-shirt-black-z157,https://triprindia.com/products/men-half-sleeve-simple-printed-round-neck-t-shirt-black-z157,https://triprindia.com/products/men-half-sleeve-simple-printed-round-neck-t-shirt-black-z157,200,product,false,0,no_redirect,https://triprindia.com/products/men-half-sleeve-simple-printed-round-neck-t-shirt-black-z157,meta_description_length|missing_image_alt|script_count_high|image_alt_duplicate_on_page|shopify_variant_auto_alt_duplicate|image_missing_dimensions|product_sold_out_indexable,
https://triprindia.com/products/pack-of-2-men-plain-v-neck-top-vest-vt2-beige-vt2-olive-green,https://triprindia.com/products/pack-of-2-men-plain-v-neck-top-vest-vt2-beige-vt2-olive-green,https://triprindia.com/products/pack-of-2-men-plain-v-neck-top-vest-vt2-beige-vt2-olive-green,200,product,false,0,no_redirect,https://triprindia.com/products/pack-of-2-men-plain-v-neck-top-vest-vt2-beige-vt2-olive-green,meta_description_length|missing_image_alt|script_count_high|image_alt_duplicate_on_page|shopify_variant_auto_alt_duplicate|image_missing_dimensions|product_sold_out_indexable,
https://triprindia.com/products/mens-zipper-half-sleeve-t-shirt-beige-black,https://triprindia.com/products/mens-zipper-half-sleeve-t-shirt-beige-black,https://triprindia.com/products/mens-zipper-half-sleeve-t-shirt-beige-black,200,product,false,0,no_redirect,https://triprindia.com/products/mens-zipper-half-sleeve-t-shirt-beige-black,missing_image_alt|script_count_high|image_alt_duplicate_on_page|shopify_variant_auto_alt_duplicate|image_missing_dimensions|product_sold_out_indexable,
https://triprindia.com/products/men-solid-mandarin-collar-cotton-blend-full-seelve-t-shirt-copy,https://triprindia.com/products/men-solid-mandarin-collar-cotton-blend-full-seelve-t-shirt-copy,https://triprindia.com/products/men-solid-mandarin-collar-cotton-blend-full-seelve-t-shirt-copy,200,product,false,0,no_redirect,https://triprindia.com/products/men-solid-mandarin-collar-cotton-blend-full-seelve-t-shirt-copy,title_length|meta_description_length|missing_image_alt|script_count_high|image_alt_duplicate_on_page|shopify_variant_auto_alt_duplicate|image_missing_dimensions|product_sold_out_indexable,
https://triprindia.com/products/men-full-sleeve-henley-t-shirt-pack-of-2-dark-grey-maroon,https://triprindia.com/products/men-full-sleeve-henley-t-shirt-pack-of-2-dark-grey-maroon,https://triprindia.com/products/men-full-sleeve-henley-t-shirt-pack-of-2-dark-grey-maroon,200,product,false,0,no_redirect,https://triprindia.com/products/men-full-sleeve-henley-t-shirt-pack-of-2-dark-grey-maroon,title_length|meta_description_length|missing_image_alt|metadata_charset_missing_or_late|script_count_high|image_alt_duplicate_on_page|shopify_variant_auto_alt_duplicate|image_missing_dimensions|product_sold_out_indexable,
https://triprindia.com/products/men-full-sleeve-henley-neck-pack-of-2-t-shirts-dark-grey-brown,https://triprindia.com/products/men-full-sleeve-henley-neck-pack-of-2-t-shirts-dark-grey-brown,https://triprindia.com/products/men-full-sleeve-henley-neck-pack-of-2-t-shirts-dark-grey-brown,200,product,false,0,no_redirect,https://triprindia.com/products/men-full-sleeve-henley-neck-pack-of-2-t-shirts-dark-grey-brown,title_length|meta_description_length|missing_image_alt|script_count_high|image_alt_duplicate_on_page|shopify_variant_auto_alt_duplicate|image_missing_dimensions|product_sold_out_indexable,
https://triprindia.com/products/men-half-sleeve-printed-t-shirt-white-d189,https://triprindia.com/products/men-half-sleeve-printed-t-shirt-white-d189,https://triprindia.com/products/men-half-sleeve-printed-t-shirt-white-d189,200,product,false,0,no_redirect,https://triprindia.com/products/men-half-sleeve-printed-t-shirt-white-d189,title_length|meta_description_length|missing_image_alt|script_count_high|image_alt_duplicate_on_page|shopify_variant_auto_alt_duplicate|image_missing_dimensions|product_sold_out_indexable,
https://triprindia.com/products/high-neck-full-sleeve-quarter-zip-t-shirt-white-black-d189,https://triprindia.com/products/high-neck-full-sleeve-quarter-zip-t-shirt-white-black-d189,https://triprindia.com/products/high-neck-full-sleeve-quarter-zip-t-shirt-white-black-d189,200,product,false,0,no_redirect,https://triprindia.com/products/high-neck-full-sleeve-quarter-zip-t-shirt-white-black-d189,title_length|meta_description_length|missing_image_alt|script_count_high|image_alt_duplicate_on_page|shopify_variant_auto_alt_duplicate|image_missing_dimensions|product_sold_out_indexable,
https://triprindia.com/products/men-round-neck-itachi-back-printed-vest-black-vs1,https://triprindia.com/products/men-round-neck-itachi-back-printed-vest-black-vs1,https://triprindia.com/products/men-round-neck-itachi-back-printed-vest-black-vs1,200,product,false,0,no_redirect,https://triprindia.com/products/men-round-neck-itachi-back-printed-vest-black-vs1,meta_description_length|missing_image_alt|script_count_high|image_alt_duplicate_on_page|shopify_variant_auto_alt_duplicate|image_missing_dimensions|product_sold_out_indexable,
https://triprindia.com/products/men-graphic-design-back-printed-round-neck-vest-white-vs3,https://triprindia.com/products/men-graphic-design-back-printed-round-neck-vest-white-vs3,https://triprindia.com/products/men-graphic-design-back-printed-round-neck-vest-white-vs3,200,product,false,0,no_redirect,https://triprindia.com/products/men-graphic-design-back-printed-round-neck-vest-white-vs3,meta_description_length|missing_image_alt|script_count_high|image_alt_duplicate_on_page|shopify_variant_auto_alt_duplicate|image_missing_dimensions|product_sold_out_indexable,
https://triprindia.com/products/men-scoop-neck-itachi-printed-vest-black-vs4,https://triprindia.com/products/men-scoop-neck-itachi-printed-vest-black-vs4,https://triprindia.com/products/men-scoop-neck-itachi-printed-vest-black-vs4,200,product,false,0,no_redirect,https://triprindia.com/products/men-scoop-neck-itachi-printed-vest-black-vs4,meta_description_length|missing_image_alt|script_count_high|image_alt_duplicate_on_page|shopify_variant_auto_alt_duplicate|image_missing_dimensions|product_sold_out_indexable,
https://triprindia.com/products/plain-black-sweatshirt-for-men,https://triprindia.com/products/plain-black-sweatshirt-for-men,https://triprindia.com/products/plain-black-sweatshirt-for-men,200,product,false,0,no_redirect,https://triprindia.com/products/plain-black-sweatshirt-for-men,meta_description_length|missing_image_alt|script_count_high|large_image_url_width|image_alt_duplicate_on_page|shopify_variant_auto_alt_duplicate|image_missing_dimensions|product_sold_out_indexable,
https://triprindia.com/products/sweatshirt-for-men-henley-neck-maroon-full-sleeve-st163,https://triprindia.com/products/sweatshirt-for-men-henley-neck-maroon-full-sleeve-st163,https://triprindia.com/products/sweatshirt-for-men-henley-neck-maroon-full-sleeve-st163,200,product,false,0,no_redirect,https://triprindia.com/products/sweatshirt-for-men-henley-neck-maroon-full-sleeve-st163,meta_description_length|missing_image_alt|script_count_high|image_alt_duplicate_on_page|shopify_variant_auto_alt_duplicate|image_missing_dimensions|product_sold_out_indexable,
https://triprindia.com/products/maroon-plain-sweatshirt-for-men,https://triprindia.com/products/maroon-plain-sweatshirt-for-men,https://triprindia.com/products/maroon-plain-sweatshirt-for-men,200,product,false,0,no_redirect,https://triprindia.com/products/maroon-plain-sweatshirt-for-men,meta_description_length|missing_image_alt|script_count_high|large_image_url_width|image_alt_duplicate_on_page|shopify_variant_auto_alt_duplicate|image_missing_dimensions|product_sold_out_indexable,
https://triprindia.com/products/grey-plain-sweatshirt-for-men,https://triprindia.com/products/grey-plain-sweatshirt-for-men,https://triprindia.com/products/grey-plain-sweatshirt-for-men,200,product,false,0,no_redirect,https://triprindia.com/products/grey-plain-sweatshirt-for-men,meta_description_length|missing_image_alt|script_count_high|large_image_url_width|image_alt_duplicate_on_page|shopify_variant_auto_alt_duplicate|image_missing_dimensions|product_sold_out_indexable,
https://triprindia.com/products/beige-plain-sweatshirt-for-men,https://triprindia.com/products/beige-plain-sweatshirt-for-men,https://triprindia.com/products/beige-plain-sweatshirt-for-men,200,product,false,0,no_redirect,https://triprindia.com/products/beige-plain-sweatshirt-for-men,meta_description_length|missing_image_alt|metadata_charset_missing_or_late|script_count_high|large_image_url_width|image_alt_duplicate_on_page|shopify_variant_auto_alt_duplicate|image_missing_dimensions|product_sold_out_indexable,
https://triprindia.com/products/olive-green-plain-color-sweatshirt-for-men,https://triprindia.com/products/olive-green-plain-color-sweatshirt-for-men,https://triprindia.com/products/olive-green-plain-color-sweatshirt-for-men,200,product,false,0,no_redirect,https://triprindia.com/products/olive-green-plain-color-sweatshirt-for-men,meta_description_length|missing_image_alt|script_count_high|large_image_url_width|image_alt_duplicate_on_page|shopify_variant_auto_alt_duplicate|image_missing_dimensions|product_sold_out_indexable,
https://triprindia.com/products/sweatshirt-for-men-henley-neck-black-full-sleeve-st163,https://triprindia.com/products/sweatshirt-for-men-henley-neck-black-full-sleeve-st163,https://triprindia.com/products/sweatshirt-for-men-henley-neck-black-full-sleeve-st163,200,product,false,0,no_redirect,https://triprindia.com/products/sweatshirt-for-men-henley-neck-black-full-sleeve-st163,meta_description_length|missing_image_alt|script_count_high|image_alt_duplicate_on_page|shopify_variant_auto_alt_duplicate|image_missing_dimensions|product_sold_out_indexable,
https://triprindia.com/products/men-black-high-neck-sweat-shirt,https://triprindia.com/products/men-black-high-neck-sweat-shirt,https://triprindia.com/products/men-black-high-neck-sweat-shirt,200,product,false,0,no_redirect,https://triprindia.com/products/men-black-high-neck-sweat-shirt,missing_image_alt|script_count_high|image_alt_duplicate_on_page|shopify_variant_auto_alt_duplicate|image_missing_dimensions|product_sold_out_indexable,
https://triprindia.com/products/solid-men-black-navy-blue-track-pants-pack-of-2,https://triprindia.com/products/solid-men-black-navy-blue-track-pants-pack-of-2,https://triprindia.com/products/solid-men-black-navy-blue-track-pants-pack-of-2,200,product,false,0,no_redirect,https://triprindia.com/products/solid-men-black-navy-blue-track-pants-pack-of-2,meta_description_length|missing_image_alt|script_count_high|image_alt_duplicate_on_page|shopify_variant_auto_alt_duplicate|image_missing_dimensions|product_sold_out_indexable,
https://triprindia.com/products/men-printed-half-sleeve-round-neck-d186-cotton-blend-olivegreen-t-shirt-1,https://triprindia.com/products/men-printed-half-sleeve-round-neck-d186-cotton-blend-olivegreen-t-shirt-1,https://triprindia.com/products/men-printed-half-sleeve-round-neck-d186-cotton-blend-olivegreen-t-shirt-1,200,product,false,0,no_redirect,https://triprindia.com/products/men-printed-half-sleeve-round-neck-d186-cotton-blend-olivegreen-t-shirt-1,title_length|meta_description_length|missing_image_alt|script_count_high|image_alt_duplicate_on_page|shopify_variant_auto_alt_duplicate|image_missing_dimensions|product_sold_out_indexable,
https://triprindia.com/products/pack-of-2-printed-multi-pocket-baggy-cargo-black-grey-os6,https://triprindia.com/products/pack-of-2-printed-multi-pocket-baggy-cargo-black-grey-os6,https://triprindia.com/products/pack-of-2-printed-multi-pocket-baggy-cargo-black-grey-os6,200,product,false,0,no_redirect,https://triprindia.com/products/pack-of-2-printed-multi-pocket-baggy-cargo-black-grey-os6,meta_description_length|missing_image_alt|metadata_charset_missing_or_late|script_count_high|image_alt_duplicate_on_page|shopify_variant_auto_alt_duplicate|image_missing_dimensions|product_sold_out_indexable,
https://triprindia.com/products/mens-multi-pockets-all-over-printed-baggy-fit-oversized-cargo-jogger-grey-os6,https://triprindia.com/products/mens-multi-pockets-all-over-printed-baggy-fit-oversized-cargo-jogger-grey-os6,https://triprindia.com/products/mens-multi-pockets-all-over-printed-baggy-fit-oversized-cargo-jogger-grey-os6,200,product,false,0,no_redirect,https://triprindia.com/products/mens-multi-pockets-all-over-printed-baggy-fit-oversized-cargo-jogger-grey-os6,meta_description_length|missing_image_alt|serp_title_h1_mismatch|serp_boilerplate_meta_description|og_title_mismatch|metadata_charset_missing_or_late|script_count_high|image_alt_duplicate_on_page|shopify_variant_auto_alt_duplicate|image_missing_dimensions|product_sold_out_indexable,
https://triprindia.com/products/plain-men-regular-fit-round-neck-casual-sweatshirts-7-colors,https://triprindia.com/products/plain-men-regular-fit-round-neck-casual-sweatshirts-7-colors,https://triprindia.com/products/plain-men-regular-fit-round-neck-casual-sweatshirts-7-colors,200,product,false,0,no_redirect,https://triprindia.com/products/plain-men-regular-fit-round-neck-casual-sweatshirts-7-colors,title_length|meta_description_length|missing_image_alt|script_count_high|large_image_url_width|image_alt_duplicate_on_page|shopify_variant_auto_alt_duplicate|image_missing_dimensions|product_sold_out_indexable,
https://triprindia.com/products/men-quarter-zip-polo-neck-vertical-striped-half-sleeve-t-shirt-olivegreen-p58,https://triprindia.com/products/men-quarter-zip-polo-neck-vertical-striped-half-sleeve-t-shirt-olivegreen-p58,https://triprindia.com/products/men-quarter-zip-polo-neck-vertical-striped-half-sleeve-t-shirt-olivegreen-p58,200,product,false,0,no_redirect,https://triprindia.com/products/men-quarter-zip-polo-neck-vertical-striped-half-sleeve-t-shirt-olivegreen-p58,title_length|meta_description_length|script_count_high|image_alt_duplicate_on_page|shopify_variant_auto_alt_duplicate|image_missing_dimensions|product_sold_out_indexable,
