url,status,pageType,indexable,indexabilityStatus,inSitemap,canonical,canonicalTarget,canonicalSelfReferencing,robots,issueCodes
https://triprindia.com/products/mens-solid-full-hand-olive-green-tshirt,200,product,true,indexable,true,https://triprindia.com/products/mens-solid-full-hand-olive-green-tshirt,https://triprindia.com/products/mens-solid-full-hand-olive-green-tshirt,true,,missing_image_alt|serp_product_description_missing_detail|image_alt_duplicate_on_page|image_missing_dimensions|lazy_loading_missing
https://triprindia.com/products/mens-white-high-neck-full-hand-tshirt,200,product,true,indexable,true,https://triprindia.com/products/mens-white-high-neck-full-hand-tshirt,https://triprindia.com/products/mens-white-high-neck-full-hand-tshirt,true,,title_length|missing_image_alt|serp_title_h1_mismatch|image_alt_duplicate_on_page|image_missing_dimensions|lazy_loading_missing
https://triprindia.com/products/mens-high-neck-t-shirt-beige,200,product,true,indexable,true,https://triprindia.com/products/mens-high-neck-t-shirt-beige,https://triprindia.com/products/mens-high-neck-t-shirt-beige,true,,title_length|meta_description_length|missing_image_alt|image_alt_duplicate_on_page|image_missing_dimensions|lazy_loading_missing
https://triprindia.com/products/oversized-tshirt-under-500,200,product,true,indexable,true,https://triprindia.com/products/oversized-tshirt-under-500,https://triprindia.com/products/oversized-tshirt-under-500,true,,missing_image_alt|serp_title_h1_mismatch|image_alt_duplicate_on_page|image_missing_dimensions|lazy_loading_missing
https://triprindia.com/products/mens-oversized-tshirt-under-400,200,product,true,indexable,true,https://triprindia.com/products/mens-oversized-tshirt-under-400,https://triprindia.com/products/mens-oversized-tshirt-under-400,true,,title_length|missing_image_alt|image_alt_duplicate_on_page|image_missing_dimensions|lazy_loading_missing
https://triprindia.com/products/high-neck-half-sleeve-brown-t-shirt-for-mens,200,product,true,indexable,true,https://triprindia.com/products/high-neck-half-sleeve-brown-t-shirt-for-mens,https://triprindia.com/products/high-neck-half-sleeve-brown-t-shirt-for-mens,true,,title_length|missing_image_alt|serp_product_description_missing_detail|image_alt_duplicate_on_page|image_missing_dimensions|lazy_loading_missing
https://triprindia.com/products/navy-blue-high-collar-t-shirt-for-men,200,product,true,indexable,true,https://triprindia.com/products/navy-blue-high-collar-t-shirt-for-men,https://triprindia.com/products/navy-blue-high-collar-t-shirt-for-men,true,,title_length|meta_description_length|missing_image_alt|image_alt_duplicate_on_page|image_missing_dimensions|lazy_loading_missing
https://triprindia.com/products/mandarin-collar-t-shirt-for-mens-d145-black,200,product,true,indexable,true,https://triprindia.com/products/mandarin-collar-t-shirt-for-mens-d145-black,https://triprindia.com/products/mandarin-collar-t-shirt-for-mens-d145-black,true,,meta_description_length|missing_image_alt|serp_title_h1_mismatch|image_alt_duplicate_on_page|image_missing_dimensions|lazy_loading_missing|product_variant_title_duplicate_risk
https://triprindia.com/products/mens-zip-half-sleeve-white-t-shirt,200,product,true,indexable,true,https://triprindia.com/products/mens-zip-half-sleeve-white-t-shirt,https://triprindia.com/products/mens-zip-half-sleeve-white-t-shirt,true,,title_length|missing_image_alt|image_alt_duplicate_on_page|image_missing_dimensions|lazy_loading_missing
https://triprindia.com/products/mens-zip-neck-half-sleeve-t-shirt-green,200,product,true,indexable,true,https://triprindia.com/products/mens-zip-neck-half-sleeve-t-shirt-green,https://triprindia.com/products/mens-zip-neck-half-sleeve-t-shirt-green,true,,title_length|missing_image_alt|image_alt_duplicate_on_page|image_missing_dimensions|lazy_loading_missing
